"","INSTNM","ZIP","st_fips","region","CONTROL","DEBT_MDN_SUPP","GRAD_DEBT_MDN","GRAD_DEBT_N","WDRAW_DEBT_MDN","WDRAW_DEBT_N","mn_earn_wne_p10","md_earn_wne_p10","pct10_earn_wne_p10","pct25_earn_wne_p10","pct75_earn_wne_p10","pct90_earn_wne_p10","ADM_RATE","PCTPELL","C150_4"
"198","Hope International University","92831-3199",6,8,2,16272.5,25472,115,13232,481,39800,35100,6000,19800,52100,73700,0.5217,0.539,0.3277
"199","Palo Alto University","94304-1337",6,8,2,20000,22500,27,16666,43,NA,NA,NA,NA,NA,NA,NA,0.4909,NA
"200","Pacific Lutheran Theological Seminary","94708-1597",6,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Pacific Oaks College","91103-3565",6,8,2,21000,22785,81,17250,59,39300,39700,11300,27100,50800,59700,NA,0.5736,NA
"202","Pacific School of Religion","94709",6,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Pacific States University","90010",6,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0714,0.6667
"204","Pacific Union College","94508-9707",6,8,2,18750,30000,227,13937.5,690,54600,48600,9300,24700,75800,110900,0.4683,0.4134,0.492
"205","University of the Pacific","95211-0197",6,8,2,17500,18500,789,17125,1014,79100,66400,15900,38200,116100,154800,0.3584,0.3913,0.6023
"206","Patten University","94601",6,8,2,9500,21000,61,9256.5,344,34600,28900,6300,14500,47000,63000,NA,0.4977,0.1923
"207","Pepperdine University","90263",6,8,2,23000,24887,990,17742,353,73900,61400,15200,37300,94600,137800,0.3156,0.2039,0.8127
"208","Pitzer College","91711-6101",6,8,2,15300,15500,195,10000,59,49900,45300,13200,28700,62500,90700,0.2413,0.1889,0.8058
"209","Platt College-San Diego","92115-3919",6,8,3,20333,24185,233,10154,82,37500,35300,5700,16100,51300,70300,NA,0.4975,0.7391
"210","Point Loma Nazarene University","92106-2899",6,8,2,18593.5,23000,661,13062.5,736,52300,50300,11400,27900,70500,90300,0.5241,0.2721,0.7242
"211","Pomona College","91711-6319",6,8,2,9500,9500,106,NA,12,67600,52600,17200,34300,75500,133700,0.1403,0.1749,0.9529
"212","Westwood College-South Bay","90502",6,8,3,23697,44404.5,500,15155,1165,38700,34200,NA,NA,NA,NA,0.5309,0.8753,0.3425
"213","Pardee RAND Graduate School","90407-2138",6,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","University of Redlands","92373-0999",6,8,2,21000,23500,831,15500,1015,56900,53800,13900,33300,72800,97100,0.6655,0.2549,0.6997
"215","Argosy University-San Francisco Bay Area","94501",6,8,3,9397,23312,863,8926,22141,41800,38200,8900,23100,56100,75000,NA,0.5426,NA
"216","Dongguk University Los Angeles","90020-1704",6,8,2,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Samuel Merritt University","94609",6,8,2,18750,18750,262,18750,431,110700,111500,30700,65000,138800,194400,NA,0.2786,NA
"218","San Diego State University","92182",6,8,1,14249,15350,5469,11908,3396,52600,48700,12600,30000,68700,92000,0.2999,0.3649,0.6557
"219","University of San Diego","92110-2492",6,8,2,15000,18000,1313,8959.5,560,64300,56300,14500,37100,81600,113700,0.4752,0.1706,0.7489
"220","San Francisco Art Institute","94133-2299",6,8,2,13000,23125,98,6500,142,31300,24600,3300,13600,44400,65800,0.5711,0.3552,0.4545
"221","San Francisco Conservatory of Music","94102-6011",6,8,2,16375,NA,17,14000,47,NA,NA,NA,NA,NA,NA,0.4081,0.3069,0.75
"222","San Francisco State University","94132",6,8,1,15000,16878,3730,13157,5597,51500,46900,10300,27200,66600,92900,0.6147,0.3856,0.4648
"223","San Francisco Theological Seminary","94960-0000",6,8,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","University of San Francisco","94117-1080",6,8,2,20625,22500,1010,19000,1363,69500,61000,18000,37600,92800,122100,0.5797,0.3121,0.7017
"225","San Joaquin College of Law","93612-1312",6,8,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","William Jessup University","95765-3707",6,8,2,15000,18250,223,10250,231,39000,38600,5800,17000,53400,73400,0.6452,0.4329,0.5263
"227","San Jose State University","95192-0001",6,8,1,12922,15100,3202,11000,3490,60300,54600,13200,31200,80300,107600,0.5657,0.3586,0.4641
"228","Westwood College-Los Angeles","90010",6,8,3,15642,31614,1655,10454,4815,35500,32200,6700,16100,48500,66500,0.4742,0.7253,0.1569
"229","Santa Clara University","95053",6,8,2,17125,17749,943,14000,404,81000,67700,21600,45000,99200,139000,0.5795,0.1519,0.848
"230","Saybrook University","94111-1920",6,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Scripps College","91711-3905",6,8,2,12000,12500,156,7875,33,52900,47200,9700,26500,66600,95900,0.3629,0.1328,0.8793
"232","Shasta Bible College and Graduate School","96002",6,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6964,0.625
"233","Trinity Law School","92705",6,8,2,17812.5,25707.5,78,16750,858,43200,38200,8800,22900,56700,76100,NA,NA,NA
"234","Simpson University","96003-8606",6,8,2,16613,16663,395,13000,479,35300,33700,5300,17700,48300,63200,0.5196,0.5606,0.4294
"235","Saint Marys College of California","94556",6,8,2,19875,24000,596,16500,791,68600,59000,15500,36800,89400,127400,0.6915,0.3636,0.6388
"236","Sonoma State University","94928-3609",6,8,1,15000,18000,1353,11748.5,1432,49900,45600,10900,26900,64100,89200,0.8088,0.2737,0.5666
"237","South Baylo University","92801-1701",6,8,2,7500,8166.5,20,NA,15,32200,21600,NA,NA,NA,NA,NA,0.0979,NA
"238","Vanguard University of Southern California","92626",6,8,2,18750,25000,521,12500,776,45800,38800,6800,20000,59900,90700,0.7371,0.2951,0.5542
"239","Starr King School for Ministry","94709-1209",6,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Southern California College of Optometry","92831-1699",6,8,2,NA,NA,NA,NA,NA,81600,70400,17700,40900,107900,153900,NA,NA,NA
"241","Southern California Institute of Architecture","90013-1822",6,8,2,32500,37000,31,29637.5,58,NA,NA,NA,NA,NA,NA,0.8939,0.6667,0.5758
"242","University of Southern California","90089",6,8,2,21092,21500,4016,17125,954,77100,66100,15800,39400,99000,143900,0.2302,0.2169,0.9012
"243","Southwestern Law School","90010-1106",6,8,2,NA,NA,NA,NA,0,79500,69700,13600,39200,114300,147700,NA,NA,NA
"244","Claremont School of Theology","91711-3199",6,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Thomas Aquinas College","93060",6,8,2,14625,14786.5,98,6000,45,NA,NA,NA,NA,NA,NA,0.7895,0.307,0.6889
"246","Epic Bible College","95841",6,8,2,9500,19961,23,8958,157,32100,27500,NA,NA,NA,NA,0.7857,0.7194,0.25
"247","Walden University","55401",27,4,3,9500,29168,419,9500,8972,58400,54900,NA,NA,NA,NA,NA,0.5473,NA
"248","Westminster Theological Seminary in California","92027",6,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Westmont College","93108-1089",6,8,2,18500,21000,312,12000,229,53300,48300,11900,25100,68000,99100,0.613,0.2087,0.7711
"250","Whittier College","90601",6,8,2,19061.5,23000,388,12000,345,48500,45100,13700,28300,64000,85500,0.7148,0.3359,0.5514
"251","Woodbury University","91510-7846",6,8,2,25750,29000,218,23250,450,51200,45600,9500,25500,66900,90100,0.7352,0.5749,0.5191
"252","The Wright Institute","94704-1796",6,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Western State University-College of Law-Argosy","92831-3014",6,8,3,9397,23312,863,8926,22141,41800,38200,8900,23100,56100,75000,NA,NA,NA
"254","Thomas Jefferson School of Law","92101",6,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary","90046",6,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6929,0.1458
"256","Adams State College","81102",8,7,1,10170,18000,69,9847,1845,36900,33200,9500,21200,46600,66100,0.6365,0.6085,0.2049
"257","University of Colorado Denver","80217-3364",8,7,1,15096,19903,2118,12500,3076,93200,73800,21700,42200,125800,157000,0.5976,0.2556,0.4032
"258","University of Colorado-Colorado Springs","80918",8,7,1,12806.5,20000,1617,8500,2167,46500,41200,10700,26400,62200,84800,0.671,0.3207,0.4097
"259","University of Colorado Boulder","80309-0017",8,7,1,15000,18500,4268,11000,3779,55600,48000,12700,28900,70400,99400,0.8694,0.1762,0.6814
"260","Colorado Christian University","80226",8,7,2,10000,22500,285,8750,1820,44900,40500,10400,24000,59100,82900,0.8131,0.3608,0.4213
"261","Colorado College","80903",8,7,2,17197,17500,301,14311,92,47300,41100,9100,23500,56800,84500,0.2576,0.1075,0.8755
"262","The Art Institute of Colorado","80203-2983",8,7,3,13334,30000,711,9159,1886,37000,32400,6200,17000,50300,70400,0.5126,0.4484,0.3615
"263","Colorado School of Mines","80401",8,7,1,17756.5,21844,787,8750,435,82300,74700,25400,52600,98500,136700,0.4455,0.204,0.6958
"264","Colorado State University-Fort Collins","80523-0100",8,7,1,15000,19500,4263,10500,3995,49800,44300,11700,27700,65800,89900,0.7587,0.2446,0.635
"265","Colorado Technical University-Colorado Springs","80907-3812",8,7,3,13444,29500,9490,9500,31414,53500,44100,11800,26000,71400,101900,NA,0.467,0.0714
"266","College America-Denver","80222",8,7,3,19000,25174,1018,9500,1648,32000,28800,4700,15300,44200,61000,NA,0.8497,0.2912
"267","Denver Seminary","80120",8,7,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Westwood College-Denver North","80221",8,7,3,23092,35105,1638,12089,2231,39100,35000,7700,18900,53500,74200,0.5591,0.6501,0.3577
"269","University of Denver","80208",8,7,2,19125,22146,1053,13000,680,61100,51400,13000,31100,77400,105000,0.6816,0.1954,0.7824
"270","Fort Lewis College","81301-3999",8,7,1,10800,18750,669,6918,1144,38300,34000,7100,19200,50600,71900,0.709,0.3055,0.3686
"271","Iliff School of Theology","80210-4798",8,7,2,NA,NA,15,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Colorado Mesa University","81501-3122",8,7,1,10250,21303,1014,9487,3893,39000,34600,8600,20200,51900,73500,0.7991,0.4018,0.2709
"273","Metropolitan State College of Denver","80217-3362",8,7,1,13000,23388,3119,10500,9775,41900,38600,8200,21900,55800,76500,0.7006,0.3637,0.2136
"274","Naropa University","80302-6697",8,7,2,18500,25000,142,11250,183,24600,18600,2500,8900,36300,51400,0.9124,0.4787,0.3514
"275","National American University-Colorado Springs","80920",8,7,3,11351.5,31929,1375,9500,10259,43000,37800,8100,20600,57800,82600,NA,0.5616,0
"276","National American University-Denver","80222-3308",8,7,3,11351.5,31929,1375,9500,10259,43000,37800,8100,20600,57800,82600,NA,0.6258,0.25
"277","Nazarene Bible College","80910-3704",8,7,2,15669,26820,119,10000,261,39000,34500,6500,19800,52400,76900,NA,0.4668,0.5
"278","University of Northern Colorado","80639",8,7,1,12262.5,20000,2261,7500,2991,43700,39000,11100,25100,54600,74500,0.7282,0.3157,0.4559
"279","Regis University","80221-1099",8,7,2,21000,NA,0,21000,3612,59000,53100,15100,33700,76100,99900,0.759,0.2919,0.622
"280","Rocky Mountain College of Art and Design","80214",8,7,3,15750,27000,196,8750,370,32100,28100,5400,12600,45100,66600,NA,0.3625,0.5593
"281","Colorado State University-Pueblo","81001-4901",8,7,1,11000,18750,1337,9500,4552,39900,36200,10000,22400,52100,71000,0.9332,0.423,0.3233
"282","Western State College of Colorado","81231",8,7,1,10500,18750,207,8250,780,40000,36500,10200,20600,53000,69600,0.9251,0.2757,0.3874
"283","Albertus Magnus College","06511-1189",9,1,2,25000,30000,471,19000,719,57500,52200,12600,32800,73400,100600,0.866,0.3902,0.5106
"284","Lincoln College of New England-Southington","06489-1057",9,1,3,8250,20000,272,5773,1232,34100,30300,7700,16900,45500,64100,NA,0.5678,0.2553
"285","University of Bridgeport","06604-5620",9,1,2,15500,25100,432,11000,1235,44100,40600,7800,21800,61700,78600,0.5668,0.5103,0.2841
"286","Central Connecticut State University","06050",9,1,1,16250,21250,1947,12000,2673,46400,43700,13500,28100,59800,78800,0.6314,0.2941,0.4726
"287","Charter Oak State College","06053-2142",9,1,1,9269.5,NA,0,9269.5,704,45100,39800,9000,20200,62900,83300,NA,0.1743,NA
"288","Connecticut College","06320-4196",9,1,2,19990.5,21500,362,8987.5,100,55500,51000,13800,33500,69000,100300,0.3165,0.1218,0.835
"289","University of Connecticut","06269",9,1,1,17125,19500,5583,11250,2862,59700,53900,19000,35900,74800,101800,0.4732,0.2086,0.8228
"290","Eastern Connecticut State University","06226",9,1,1,15125,21499,1258,10500,1356,44900,42400,13600,28000,57200,74300,0.7041,0.2567,0.4884
"291","Fairfield University","06824-5195",9,1,2,20916,23000,976,8050,309,76700,69000,28300,48300,93700,125500,0.7154,0.1573,0.817
"292","Rensselaer Hartford Graduate Center Inc","06120",9,1,2,23500,25000,1633,13500,446,85500,81700,37000,59000,103400,132000,NA,NA,NA
"293","Hartford Seminary","06105-2260",9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","University of Hartford","06117-1599",9,1,2,17500,25000,1380,7500,1521,49500,45900,11600,27900,65400,85200,0.6159,0.2552,0.5546
"295","Holy Apostles College and Seminary","06416-2005",9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0862,NA
"296","Lyme Academy College of Fine Arts","06371",9,1,2,24000,26749.5,24,NA,12,NA,NA,NA,NA,NA,NA,0.9688,0.3735,0.8333
"297","Mitchell College","06320",9,1,2,14000,25000,235,7250,308,34100,29800,5200,14800,46100,62300,0.9009,0.3357,0.4561
"298","University of New Haven","06516",9,1,2,17687,25000,894,9500,1411,51100,48900,13800,29900,67800,89500,0.6376,0.2786,0.5237
"299","Paier College of Art Inc","06514-3902",9,1,3,12000,19000,51,6650,60,28300,24600,NA,NA,NA,NA,NA,0.3229,0.5814
"300","Post University","06723",9,1,3,7500,23000,423,6850,4167,40500,36600,7300,19600,54600,78800,0.7737,0.4295,0.3605
"301","Quinnipiac University","06518",9,1,2,19500,23000,1455,12000,1059,63100,56400,21100,40100,77600,102400,0.6312,0.1461,0.7688
"302","Sacred Heart University","06825-1000",9,1,2,18376,22656.5,1156,8750,901,58300,54100,17100,35900,73900,96600,0.6406,0.1984,0.6783
"303","Saint Joseph College","06117-2764",9,1,2,21117,27000,310,13723,388,49600,49700,12200,32700,63900,80800,0.7843,0.4117,0.5583
"304","Southern Connecticut State University","06515-1355",9,1,1,15000,21315.5,1852,10687,2793,44900,41700,11900,25500,58600,77300,0.7185,0.3017,0.4379
"305","Tri-State College of Acupuncture","10011",36,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Trinity College","06106-3100",9,1,2,19000,19500,390,10155.5,104,69600,56100,18200,37600,82900,126800,0.304,0.1431,0.8586
"307","Wesleyan University","06459",9,1,2,18500,19000,605,13905,119,62100,50900,11400,29800,71900,105200,0.2055,0.1622,0.922
"308","Western Connecticut State University","06810-6826",9,1,1,14000,22100,1065,9500,1644,46800,43300,11100,25700,59300,82600,0.6238,0.2576,0.4023
"309","Yale University","06520",9,1,2,9500,8500,479,13659,94,95300,66000,15400,42400,116600,184800,0.0788,0.1418,0.9659
"310","Delaware State University","19901",10,2,1,17000,29625,380,14000,1766,36100,34200,6600,19900,50000,64300,0.4265,0.5403,0.3458
"311","University of Delaware","19716",10,2,1,19412,22355,3933,10277,1854,59000,54300,19100,36200,73900,97600,0.6087,0.1194,0.7561
"312","Goldey-Beacom College","19808",10,2,2,13680,20500,166,8750,209,48700,43900,13400,26100,59800,83300,0.7484,0.2997,0.4286
"313","Wesley College","19901-3875",10,2,2,10250,25250,419,5500,1023,45000,41400,12500,26400,58400,79000,0.2028,0.3255,0.3293
"314","Wilmington University","19720",10,2,2,14848,18749.5,1416,12500,3004,45000,43000,11700,27200,56600,78200,NA,0.3386,0.3735
"315","American University","20016-8001",11,2,2,19012,21500,1582,11000,769,63200,55900,15000,35800,81100,110700,0.4163,0.1438,0.7722
"316","Catholic University of America","20064",11,2,2,19500,24000,1020,7500,623,58200,54500,14000,36200,77400,97200,0.8677,0.1352,0.6832
"317","Corcoran College of Art and Design","20006-4804",11,2,2,17000,27000,91,10000,95,37300,34100,5400,15300,53100,69000,0.2716,0.1812,0.566
"318","University of the District of Columbia","20008",11,2,1,9250,17625,412,7500,1533,39500,36200,8000,18700,55100,73400,NA,0.4594,0.1661
"319","Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies","20017-1585",11,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Gallaudet University","20002-3695",11,2,2,11000,14000,203,9500,220,30900,25600,4600,12200,44000,60300,0.6877,0.5018,0.4143
"321","George Washington University","20052",11,2,2,19125,20867.5,1894,15000,850,76500,64500,19300,42100,96100,137200,0.3169,0.1327,0.811
"322","Georgetown University","20057",11,2,2,17143,17500,1635,12500,297,110800,83300,28500,52200,136500,221900,0.2015,0.1313,0.9379
"323","Howard University","20059-0001",11,2,2,21903,25000,1949,15062.5,1994,50000,46500,8800,24700,69200,92800,0.5447,0.4419,0.6262
"324","Strayer University-District of Columbia","20005",11,2,3,12667,37500,3118,12666,45808,56800,51700,11500,29100,78200,106500,NA,0.5062,0.1515
"325","Trinity Washington University","20017-1094",11,2,2,18834,30030.5,382,12000,855,52500,52100,11400,28400,69000,92200,0.5052,0.6526,0.4516
"326","Wesley Theological Seminary","20016-5690",11,2,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","The Art Institute of Fort Lauderdale","33316-3000",12,5,3,18556,29999,990,12501,1980,33300,29500,5100,14200,45000,64800,0.4014,0.5951,0.3755
"328","The Baptist College of Florida","32440",12,5,2,12842,16875,120,8250,150,34700,29900,6700,14900,44100,69200,0.4444,0.5543,0.3143
"329","Barry University","33161-6695",12,5,2,20500,27000,1651,12500,2132,50800,45300,13800,30100,65600,93200,0.5869,0.5132,0.3517
"330","Gooding Institute of Nurse Anesthesia","32405",12,5,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Bethune-Cookman University","32114-3099",12,5,2,19187.5,32000,390,15250,2193,33100,28700,6800,16300,42700,58500,0.6696,0.7842,0.3735
"332","Lynn University","33431-5598",12,5,2,12750,18678.5,294,7250,357,42100,35500,6300,17300,57100,84400,NA,0.208,0.4163
"333","Broward College","33301",12,5,1,6125,9000,1647,5502,7454,37000,33400,8000,18200,49100,70000,NA,0.4769,0.2536
"334","Carlos Albizu University-Miami","33172-2209",12,5,2,12750,17675,263,7000,277,29000,24900,5500,11900,42900,53500,0.6111,0.5794,0.6765
"335","Florida Christian College","34744",12,5,2,9500,26500,61,5500,158,29600,29500,NA,NA,NA,NA,0.2793,0.5385,0.3421
"336","University of Central Florida","32816",12,5,1,14250,17121,9961,11000,7845,48900,43000,13000,28100,62200,86600,0.4505,0.3201,0.6272
"337","Chipola College","32446-2053",12,5,1,5500,7600,112,4500,131,31900,29700,6800,17200,41500,55200,NA,0.4166,0.4866
"338","Clearwater Christian College","33759-4595",12,5,2,11000,19250,42,9500,240,39100,34700,8400,20500,50100,74100,0.7508,0.4901,0.5436
"339","Daytona State College","32114",12,5,1,6500,9500,2231,5500,8340,31200,27000,4600,13300,42400,59300,NA,0.5121,0.2887
"340","South University-West Palm Beach","33411",12,5,3,6479,30000,3055,6334,32302,35500,29800,7100,16600,45900,67200,0.7071,0.7045,0.1714
"341","Eckerd College","33711-4700",12,5,2,21250,25655,86,20915,1061,45900,40800,8200,24300,61600,82700,0.6846,0.2489,0.6327
"342","Edison State College","33919-0000",12,5,1,5230.5,8467,979,4635,4477,35000,32300,6900,18000,47500,64100,NA,0.3963,0.2598
"343","Edward Waters College","32209",12,5,2,12283.5,29329,148,9500,464,29100,25600,5500,14300,39400,55100,0.2266,0.8829,0.1767
"344","Embry-Riddle Aeronautical University-Daytona Beach","32114-3900",12,5,2,16005.5,24313,1594,12000,3911,65500,60900,22400,39400,84500,115500,0.7854,0.295,0.5528
"345","Florida Agricultural and Mechanical University","32307",12,5,1,17404,24163,1996,14000,4384,44600,37300,9800,22400,56800,88900,0.4835,0.7336,0.4004
"346","Florida Atlantic University","33431-0991",12,5,1,12500,15500,4166,10500,5074,46900,41400,11000,25900,58200,84800,0.3477,0.3524,0.4255
"347","Florida State College at Jacksonville","32202",12,5,1,6563,9250,1057,6500,10601,35000,32100,7400,18000,47100,65100,NA,0.3592,0.3182
"348","Flagler College-St Augustine","32084",12,5,2,15500,20956,964,8398,684,40200,37200,9800,24600,48100,69300,0.4045,0.2909,0.5991
